fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
6.9,0.3,0.30,1.3,0.053,24,186,0.9936,3.29,0.54,9.9,4,white
7.5,0.5,0.02,1.7,0.084,13,31,0.9954,3.36,0.54,10.5,6,red
6.4,0.2,0.27,2.1,0.042,35,100,0.9909,3.03,0.63,10.9,6,white
6.9,0.2,0.33,1.0,0.054,24,164,0.9926,3.42,0.51,10.5,5,white
6.8,0.2,0.32,7.2,0.047,17,109,0.9950,3.42,0.44,10.4,6,white
6.0,0.3,0.29,6.1,0.046,29,134,0.9946,3.48,0.57,10.7,6,white
6.3,0.4,0.17,8.8,0.080,50,212,0.9980,3.47,0.66,9.4,4,white
6.4,0.3,0.28,4.9,0.030,29,98,0.9902,3.09,0.58,12.8,7,white
6.6,0.4,0.52,10.1,0.050,29,140,0.9963,3.07,0.40,9.4,5,white
6.2,0.2,0.27,2.9,0.039,30,123,0.9896,3.12,0.37,12.8,6,white
9.2,0.6,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,red
6.2,0.7,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,white
7.1,0.3,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6,white
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,white
6.5,0.3,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,4,white
6.1,0.4,0.46,12.0,0.042,61,210,0.9970,3.17,0.59,9.7,6,white
7.7,0.2,0.30,1.2,0.046,49,199,0.9941,3.03,0.38,9.3,5,white
6.5,0.4,0.28,12.0,0.056,23,174,0.9986,3.31,0.55,9.3,5,white
8.0,0.7,0.55,2.0,0.118,30,134,0.9969,3.24,0.66,9.4,5,red
9.0,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,white
6.0,0.3,0.30,7.3,0.174,46,159,0.9952,3.18,0.49,9.4,5,white
8.7,0.5,0.31,2.5,0.126,24,64,0.9975,3.10,0.74,9.6,5,red
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5,white
7.5,0.2,0.43,2.0,0.021,19,70,0.9899,3.07,0.57,12.1,6,white
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12.0,6,white
7.2,0.2,0.29,2.2,0.037,37,102,0.9920,3.27,0.64,11.0,7,white
7.2,0.3,0.28,1.4,0.034,26,109,0.9925,3.28,0.57,10.6,6,white
6.6,0.5,0.08,2.4,0.070,13,26,0.9936,3.40,0.72,12.5,7,red
5.4,0.2,0.18,2.3,0.050,22,145,0.9921,3.24,0.46,10.3,5,white
7.9,1.0,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,7,red
5.8,0.2,0.32,1.6,0.045,38,95,0.9895,3.23,0.94,12.4,8,white
7.6,0.4,0.29,2.1,0.075,19,66,0.9972,3.40,0.64,9.5,5,red
6.6,0.3,0.44,9.0,0.053,62,178,0.9969,3.02,0.45,8.9,5,white
6.0,0.3,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11.0,7,white
7.5,0.6,0.07,4.5,0.086,6,29,0.9975,3.38,0.52,8.9,4,red
6.5,0.3,0.35,12.0,0.055,47,179,0.9980,3.58,0.47,10.0,5,white
6.2,0.6,0.08,2.0,0.090,32,44,0.9949,3.45,0.58,10.5,5,red
6.6,0.3,0.25,4.8,0.038,16,121,0.9920,3.36,0.71,12.6,6,white
7.1,0.5,0.20,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,red
6.4,0.2,0.48,18.0,0.054,56,183,1.0004,2.98,0.61,8.5,6,white
6.9,0.2,0.36,20.8,0.031,40,139,0.9975,3.20,0.33,11.0,6,white
10.2,0.5,0.48,2.4,0.062,7,25,0.9997,3.13,0.60,9.3,7,red
7.5,0.3,0.41,1.3,0.044,11,126,0.9929,3.28,0.45,10.3,5,white
7.1,0.4,0.29,13.6,0.041,30,137,0.9946,3.02,0.96,12.1,6,white
6.6,0.3,0.41,7.0,0.046,59,194,0.9956,3.14,0.48,9.4,5,white
8.5,0.2,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9.0,5,white
6.9,0.7,0.00,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6,red
6.7,0.2,0.24,6.5,0.044,28,100,0.9935,3.12,0.33,10.2,6,white
8.1,0.8,0.52,2.0,0.122,37,153,0.9969,3.21,0.69,9.3,5,red
6.1,0.3,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9.0,5,white
6.6,0.3,0.42,8.2,0.044,60,196,0.9956,3.14,0.48,9.4,5,white
6.7,0.2,0.31,10.6,0.035,42,143,0.9957,3.08,0.49,9.8,7,white
6.0,0.1,0.37,1.2,0.032,63,148,0.9919,3.32,0.44,11.2,5,white
6.2,0.4,0.22,1.9,0.023,5,56,0.9893,3.04,0.79,13.0,7,white
7.4,0.1,0.34,12.2,0.050,57,146,0.9973,3.16,0.37,9.0,6,white
7.3,0.4,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7,white
7.9,0.2,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,white
6.8,0.7,0.05,2.2,0.080,7,34,0.9984,3.68,0.72,9.4,5,red
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,white
7.0,0.1,0.28,1.3,0.026,10,56,0.9935,3.46,0.45,9.9,5,white
6.8,0.2,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,white
11.6,0.4,0.58,2.8,0.096,25,101,1.0002,3.13,0.53,10.0,5,red
6.5,0.2,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,white
6.8,0.2,0.29,2.0,0.044,15,96,0.9923,3.23,0.64,10.4,8,white
7.4,0.4,0.29,5.4,0.044,31,122,0.9940,3.30,0.50,11.1,8,white
9.9,0.3,0.56,2.0,0.073,3,8,0.9953,3.15,0.73,11.4,6,red
6.1,0.4,0.59,15.0,0.043,40,115,0.9978,3.16,0.51,9.1,5,white
6.0,0.2,0.32,1.2,0.040,45,126,0.9905,3.32,0.46,11.6,7,white
7.8,0.3,0.31,2.1,0.046,28,208,0.9943,3.23,0.64,9.8,5,white
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.40,8.7,5,white
6.2,0.4,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,red
5.5,0.4,0.35,1.1,0.045,14,167,0.9920,3.34,0.68,9.9,6,white
7.6,0.2,0.36,4.5,0.042,26,102,0.9943,3.09,0.47,9.5,5,white
6.9,0.4,0.17,12.9,0.033,59,186,0.9975,3.08,0.49,9.4,5,white
7.9,0.3,0.23,1.7,0.077,18,45,0.9963,3.29,0.65,9.3,5,red
6.3,0.4,0.37,1.5,0.024,12,76,0.9888,2.94,0.39,12.3,6,white
8.3,0.5,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6,white
6.3,0.4,0.30,3.2,0.030,49,164,0.9927,3.53,0.79,11.7,7,white
6.7,0.6,0.30,1.2,0.030,18,76,0.9892,3.16,0.60,12.9,4,white
7.3,0.4,0.20,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6,red
8.3,0.5,0.28,2.1,0.078,11,41,0.9979,3.39,0.62,10.0,6,red
6.8,0.5,0.33,4.0,0.047,16,81,0.9899,3.23,0.53,13.4,7,white
7.2,0.2,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9.0,7,white
8.9,0.6,0.50,1.9,0.338,26,81,0.9966,3.04,1.62,9.5,6,red
7.0,0.2,0.30,2.6,0.043,34,90,0.9905,2.88,0.47,11.2,6,white
5.4,0.2,0.24,4.8,0.041,30,113,0.9945,3.42,0.40,9.4,6,white
7.7,0.5,0.18,3.3,0.054,18,143,0.9939,3.12,0.51,10.8,6,white
8.4,0.5,0.22,2.7,0.084,4,18,0.9968,3.26,0.57,9.9,6,red
6.8,0.3,0.50,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,white
6.3,0.7,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6,white
6.1,0.3,0.30,16.7,0.039,49,172,0.9999,3.40,0.45,9.4,5,white
8.5,0.2,0.31,1.0,0.024,13,91,0.9930,2.79,0.37,10.1,5,white
6.0,0.3,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,white
5.9,0.3,0.25,12.0,0.057,48,224,0.9981,3.23,0.41,9.0,6,white
8.0,0.3,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,white
6.7,1.0,0.08,2.3,0.067,19,32,0.9965,3.52,0.57,11.0,4,red
6.6,0.2,0.60,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7,white
6.8,0.3,0.31,7.4,0.045,34,143,0.9923,3.06,0.55,12.2,6,white
8.5,0.5,0.59,1.4,0.414,16,45,0.9970,3.03,1.34,9.2,5,red
7.7,0.2,0.31,12.8,0.048,46,215,0.9986,3.07,0.51,8.7,5,white
7.1,0.2,0.31,1.6,0.037,15,103,0.9910,3.14,0.50,12.0,6,white
7.3,0.3,0.36,2.1,0.034,30,177,0.9909,3.25,0.40,11.9,8,white
7.2,0.7,0.02,2.3,0.094,5,31,0.9993,3.67,0.80,9.7,5,red
7.3,0.5,0.32,2.1,0.062,31,54,0.9973,3.30,0.65,10.0,7,red
6.8,0.6,0.21,1.9,0.078,11,65,0.9971,3.54,0.59,9.5,5,red
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11.0,6,white
7.3,0.3,0.30,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6,white
6.9,0.4,0.55,12.0,0.038,22,111,0.9969,3.11,0.29,9.7,5,white
6.7,0.2,0.41,2.9,0.039,48,122,0.9905,3.25,0.43,12.0,5,white
8.8,0.5,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,red
6.5,0.2,0.31,1.5,0.041,34,121,0.9909,3.06,0.46,10.5,6,white
6.4,0.3,0.21,9.7,0.041,36,119,0.9933,2.99,0.34,10.9,6,white
7.4,0.3,0.28,7.3,0.028,14,78,0.9924,2.94,0.37,11.5,7,white
6.6,0.6,0.00,4.3,0.093,51,78,0.9956,3.20,0.45,9.5,5,red
7.5,0.7,0.10,13.0,0.044,44,214,0.9974,3.10,0.50,9.1,5,white
12.5,0.5,0.63,2.0,0.071,6,15,0.9988,2.99,0.87,10.2,5,red
7.1,0.4,0.41,5.6,0.071,28,129,0.9976,3.42,0.71,10.3,4,red
8.7,0.5,0.31,2.6,0.086,20,51,0.9981,3.37,0.91,9.7,6,red
7.7,0.4,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,white
6.7,0.4,0.39,12.1,0.040,61,248,0.9979,3.31,0.58,9.7,5,white
6.0,0.1,0.37,1.2,0.032,63,148,0.9919,3.32,0.44,11.2,5,white
8.3,0.3,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6,white
8.1,0.2,0.21,1.6,0.036,24,119,0.9940,3.18,0.52,10.1,6,white
6.2,0.3,0.28,8.5,0.035,28,108,0.9949,3.40,0.42,10.4,6,white
7.3,0.6,0.21,2.2,0.107,12,72,0.9960,3.07,0.62,9.3,5,red
7.3,0.3,0.39,1.2,0.059,7,11,0.9933,3.29,0.52,11.5,6,red
6.7,0.5,0.08,2.1,0.064,18,34,0.9955,3.33,0.64,9.7,5,red
6.5,0.3,0.35,5.6,0.044,26,91,0.9917,3.29,0.59,12.0,6,white
5.3,0.3,0.23,9.7,0.026,26,119,0.9917,3.18,0.53,12.2,6,white
6.6,0.3,0.50,1.6,0.168,22,95,0.9914,3.08,0.50,11.3,6,white
6.8,0.2,0.30,10.6,0.070,67,194,0.9965,2.89,0.42,9.0,6,white
6.8,0.6,0.04,1.3,0.058,25,133,0.9927,3.17,0.39,10.2,4,white
7.8,0.6,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,red
7.6,0.3,0.36,1.6,0.040,32,155,0.9930,3.23,0.52,11.3,6,white
6.8,0.2,0.32,8.8,0.058,24,110,0.9972,3.40,0.40,8.8,6,white
5.9,0.3,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5,white
6.5,0.4,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,white
7.2,0.3,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,5,white
8.4,0.3,0.29,3.1,0.194,14,26,0.9954,3.22,0.78,12.0,6,red
6.6,0.3,0.31,1.3,0.020,29,89,0.9904,3.26,0.44,12.4,8,white
6.2,0.2,0.28,2.2,0.040,24,125,0.9917,3.19,0.48,10.5,6,white
8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.10,0.52,9.4,5,white
6.5,0.3,0.24,14.5,0.048,20,96,0.9946,3.06,0.30,11.5,8,white
6.8,0.3,0.23,4.6,0.061,51,239,0.9958,3.32,0.60,9.5,5,white
7.2,0.2,0.25,18.8,0.085,19,111,1.0004,3.10,0.51,8.7,5,white
7.9,0.3,0.42,2.0,0.086,8,19,0.9955,3.35,0.60,11.4,6,red
5.6,0.3,0.33,7.4,0.037,25,95,0.9927,3.25,0.49,11.1,6,white
6.8,0.3,0.29,11.9,0.052,54,160,0.9955,3.03,0.58,10.4,6,white
7.2,0.1,0.32,9.5,0.054,62,162,0.9963,3.40,0.40,9.3,4,white
7.1,0.2,0.31,6.9,0.053,32,211,0.9959,3.31,0.59,10.4,6,white
6.2,0.3,0.17,2.8,0.040,24,125,0.9939,3.01,0.46,9.0,5,white
10.1,0.4,0.34,2.4,0.085,5,17,0.9968,3.17,0.65,10.6,7,red
5.4,0.4,0.27,2.0,0.092,23,55,0.9947,3.78,0.64,12.3,7,red
5.7,0.3,0.34,1.0,0.040,13,174,0.9920,3.27,0.66,10.0,5,white
6.8,0.2,0.32,8.6,0.046,47,159,0.9945,3.08,0.52,10.5,6,white
7.3,0.3,0.36,2.1,0.034,30,177,0.9909,3.25,0.40,11.9,8,white
6.0,0.3,0.38,9.7,0.040,29,124,0.9954,3.47,0.48,11.0,6,white
7.2,0.2,0.27,11.2,0.061,46,149,0.9977,2.99,0.59,9.3,6,white
6.3,0.4,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,white
7.7,0.3,0.28,11.0,0.040,31,117,0.9982,3.27,0.29,9.2,6,white
6.8,0.3,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13.0,6,white
8.7,0.2,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5,white
6.2,0.6,0.09,1.8,0.051,11,75,0.9928,3.41,0.48,10.3,3,white
6.0,0.2,0.31,1.4,0.036,14,75,0.9909,3.34,0.58,11.1,8,white
7.5,0.3,0.40,18.9,0.059,44,170,1.0000,2.99,0.46,9.0,5,white
6.2,0.3,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5,white
6.6,0.2,0.20,11.4,0.044,45,131,0.9960,2.96,0.51,9.7,6,white
9.1,0.7,0.15,3.2,0.097,9,59,0.9998,3.28,0.54,9.6,5,red
6.7,0.4,0.22,4.3,0.032,19,99,0.9902,3.26,0.53,12.8,7,white
7.8,0.3,0.40,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,white
10.8,0.3,0.45,3.3,0.060,20,49,0.9972,3.13,0.54,9.6,5,red
5.9,0.3,0.27,5.0,0.035,14,97,0.9906,3.10,0.33,11.8,7,white
7.2,0.3,0.23,8.9,0.105,22,155,0.9969,3.01,0.58,9.5,5,white
7.0,0.2,0.31,6.0,0.046,29,108,0.9939,3.26,0.50,10.8,6,white
6.2,0.2,0.52,6.5,0.047,28,123,0.9942,3.22,0.49,9.9,6,white
7.0,0.3,0.28,2.2,0.042,21,177,0.9917,3.20,0.57,11.4,5,white
7.1,0.6,0.00,1.8,0.074,16,34,0.9972,3.47,0.70,9.9,6,red
7.3,0.4,0.28,6.5,0.037,26,97,0.9915,3.16,0.58,12.6,7,white
7.5,0.2,0.68,11.0,0.047,37,133,0.9978,2.99,0.38,8.8,5,white
7.1,0.1,0.38,1.8,0.046,14,114,0.9925,3.32,0.90,11.7,6,white
9.7,0.5,0.60,2.0,0.039,5,19,0.9959,3.30,0.86,12.4,6,red
6.6,0.3,0.38,6.5,0.170,68,201,0.9956,3.19,0.38,9.4,6,white
8.1,0.3,1.01,18.2,0.047,57,205,0.9997,2.96,0.45,9.7,5,white
6.3,0.2,0.25,2.0,0.043,34,101,0.9910,3.03,0.63,11.0,7,white
7.5,0.6,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5,red
8.3,0.2,0.74,4.5,0.044,33,130,0.9924,3.25,0.42,12.2,6,white
7.8,0.3,0.37,1.0,0.043,10,80,0.9913,3.08,0.38,11.4,5,white
6.3,0.2,0.42,2.8,0.032,33,83,0.9908,3.30,0.42,11.6,6,white
7.0,0.4,0.21,10.7,0.098,13,91,0.9966,3.03,0.47,9.3,5,white
6.4,0.2,0.37,1.5,0.037,27,109,0.9935,3.38,0.50,9.8,6,white
6.5,0.2,0.41,14.2,0.039,47,129,0.9968,3.28,0.72,10.3,7,white
7.3,0.3,0.33,17.9,0.049,42,195,1.0000,3.06,0.44,9.1,7,white
6.8,0.3,0.22,7.7,0.047,57,210,0.9959,3.10,0.47,9.0,5,white
6.1,0.3,0.24,20.0,0.074,32,174,0.9992,3.19,0.44,9.3,6,white
6.4,0.3,0.47,7.4,0.045,53,204,0.9956,3.25,0.43,9.2,6,white
6.8,0.2,0.29,8.9,0.046,82,188,0.9955,3.30,0.44,10.3,6,white
10.2,0.4,0.64,2.9,0.122,10,41,0.9980,3.23,0.66,12.5,6,red
6.7,0.2,0.22,1.2,0.038,5,124,0.9910,3.10,0.37,11.2,4,white
4.4,0.5,0.10,5.2,0.037,50,98,0.9902,3.41,0.41,12.4,7,white
7.0,0.6,0.02,2.0,0.072,17,26,0.9958,3.36,0.61,10.2,5,red
6.0,0.2,0.30,8.7,0.036,47,127,0.9937,3.18,0.39,10.6,5,white
6.3,0.2,0.33,13.9,0.046,68,179,0.9971,3.36,0.50,10.4,6,white
6.6,0.3,0.24,16.1,0.045,31,147,0.9982,3.08,0.52,9.2,5,white
11.9,0.4,0.66,3.1,0.109,10,23,1.0000,3.15,0.85,10.4,7,red
6.8,0.6,0.10,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,red
7.8,0.5,0.17,1.6,0.082,21,102,0.9960,3.39,0.48,9.5,5,red
7.5,0.2,0.31,13.0,0.049,46,217,0.9985,3.08,0.53,8.8,5,white
8.3,0.6,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5,red
6.9,0.3,0.24,1.8,0.053,6,121,0.9930,3.23,0.70,11.4,5,white
6.3,0.3,0.29,12.2,0.044,59,196,0.9978,3.14,0.40,8.8,6,white
5.6,0.3,0.27,3.9,0.043,52,158,0.9920,3.35,0.44,10.7,7,white
6.3,0.3,0.24,6.6,0.040,38,141,0.9950,3.22,0.47,9.5,5,white
7.1,0.3,0.40,1.5,0.034,13,84,0.9944,3.42,0.60,10.4,5,white
7.1,0.4,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,white
7.8,0.3,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6,white
6.7,0.4,0.25,2.5,0.099,5,17,0.9965,3.41,0.59,10.1,5,red
6.7,0.2,0.33,1.2,0.036,36,86,0.9906,3.10,0.76,11.4,6,white
6.5,0.2,0.45,8.0,0.053,52,196,0.9959,3.23,0.48,9.1,6,white
7.2,0.4,0.25,5.6,0.032,23,120,0.9933,2.93,0.66,10.3,7,white
6.0,0.2,0.15,9.7,0.048,101,207,0.9957,3.05,0.30,9.1,5,white
5.0,0.6,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,white
6.1,0.2,0.29,1.1,0.041,32,92,0.9904,3.26,0.57,11.2,6,white
8.2,0.9,0.20,1.4,0.086,7,31,0.9946,3.11,0.46,10.0,5,red
7.4,0.2,0.28,9.1,0.047,29,95,0.9953,3.16,0.47,9.8,7,white
7.6,0.4,0.33,2.5,0.078,6,23,0.9957,3.30,0.58,11.2,5,red
7.1,0.4,0.28,2.4,0.036,35,115,0.9894,3.19,0.44,13.5,7,white
6.6,0.3,0.49,7.7,0.050,52,220,0.9964,3.12,0.45,8.8,5,white
9.0,0.4,0.48,2.1,0.097,37,145,0.9975,3.03,1.01,9.5,4,red
6.7,0.1,0.45,4.2,0.043,52,131,0.9916,3.06,0.54,11.3,6,white
7.9,0.3,0.35,6.7,0.039,22,64,0.9936,2.93,0.49,10.7,5,white
6.8,0.3,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5,white
6.8,0.7,0.07,2.0,0.074,16,53,0.9969,3.39,0.54,9.4,5,red
8.3,0.7,0.10,2.9,0.089,17,40,0.9980,3.29,0.55,9.5,5,red
7.0,0.1,0.28,6.3,0.057,17,103,0.9957,3.50,0.44,9.6,5,white
7.2,0.2,0.82,1.3,0.149,70,109,0.9930,2.93,0.42,9.2,6,white
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,white
7.7,0.3,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6,white
6.3,0.3,0.38,0.9,0.051,7,140,0.9926,3.45,0.50,10.5,7,white
5.8,0.1,0.27,3.6,0.045,58,152,0.9914,3.22,0.26,11.2,6,white
6.3,0.3,0.22,16.0,0.061,26,141,0.9982,3.08,0.50,9.1,5,white
6.7,0.2,0.26,5.4,0.030,15,94,0.9905,3.15,0.38,12.7,6,white
6.1,0.5,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5,white
7.2,0.2,0.28,7.2,0.060,41,132,0.9935,3.08,0.59,11.3,6,white
7.2,0.4,0.24,8.5,0.055,45,151,0.9963,3.20,0.52,9.2,5,white
7.1,0.2,0.40,14.6,0.047,47,156,0.9995,3.34,0.78,9.1,6,white
7.0,0.6,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9.0,5,red
8.1,0.7,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,red
4.8,0.3,0.00,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6,white
7.7,0.3,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6,white
7.2,0.3,0.30,8.1,0.050,40,188,0.9965,3.15,0.49,9.1,6,white
7.8,0.4,0.28,2.7,0.100,18,95,0.9966,3.22,0.67,9.4,5,red
6.4,0.3,0.29,10.8,0.028,17,118,0.9936,3.18,0.37,11.2,6,white
7.2,0.2,0.39,6.4,0.035,7,85,0.9943,3.19,0.44,11.5,5,white
8.0,0.2,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,white
6.0,0.2,0.30,11.9,0.034,21,94,0.9937,3.16,0.34,12.0,6,white
6.4,0.2,0.26,8.2,0.054,47,182,0.9954,3.12,0.50,9.5,5,white
8.9,0.3,0.35,1.8,0.057,13,176,0.9946,3.14,0.46,9.7,5,white
7.1,0.6,0.06,2.0,0.083,7,30,0.9986,3.69,0.73,9.8,5,red
7.5,0.2,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.5,6,white
5.5,0.2,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.7,6,white
6.8,0.3,0.30,13.0,0.047,69,160,0.9971,3.16,0.50,9.6,6,white
13.8,0.5,0.68,3.1,0.093,6,16,0.9985,3.02,0.93,12.1,6,red
9.5,0.5,0.24,2.7,0.092,14,44,0.9980,3.12,0.74,10.0,6,red
7.3,0.2,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9.0,6,white
8.5,0.2,0.56,17.3,0.055,47,169,1.0005,3.07,0.67,9.3,6,white
6.3,0.4,0.26,17.6,0.061,59,198,0.9992,3.11,0.49,8.8,5,white
6.9,0.4,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12.0,7,white
5.8,0.2,0.26,10.1,0.039,63,162,0.9938,3.33,0.50,11.2,6,white
6.9,0.3,0.28,12.2,0.042,52,139,0.9952,3.03,0.56,10.4,6,white
6.7,0.2,0.36,8.4,0.042,42,123,0.9947,3.34,0.52,10.9,6,white
6.2,0.3,0.28,7.5,0.034,40,197,0.9949,3.14,0.60,9.7,5,white
6.9,0.2,0.34,4.7,0.040,43,161,0.9935,3.20,0.59,10.6,6,white
7.2,0.4,0.32,2.0,0.062,15,28,0.9947,3.23,0.73,11.3,7,red
7.3,0.5,0.45,2.0,0.085,21,73,0.9968,3.36,0.55,9.1,4,red
7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.40,0.59,10.2,5,white
6.4,0.1,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6,white
6.9,0.4,0.28,8.3,0.062,22,166,0.9951,3.16,0.72,10.6,5,white
7.3,0.3,0.22,1.4,0.044,43,176,0.9929,3.14,0.46,9.9,5,white
6.5,0.3,0.19,6.6,0.045,98,175,0.9936,3.16,0.34,10.1,6,white
6.7,0.2,0.33,1.8,0.036,23,96,0.9925,3.32,0.40,10.8,6,white
6.4,0.3,0.36,2.0,0.052,18,141,0.9927,3.38,0.53,10.5,6,white
7.4,0.2,0.49,9.3,0.030,26,132,0.9940,2.99,0.32,11.0,7,white
7.3,0.3,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6,white
5.8,0.2,0.25,1.5,0.024,21,109,0.9923,3.37,0.58,10.4,6,white
6.5,0.1,0.33,7.6,0.050,53,189,0.9966,3.25,0.49,8.6,5,white
6.6,0.2,0.30,11.3,0.026,11,77,0.9938,3.13,0.55,12.8,7,white
8.3,0.3,0.36,10.0,0.042,33,169,0.9982,3.23,0.51,9.3,6,white
7.9,0.3,0.44,6.5,0.027,47,126,0.9912,2.96,0.37,12.5,6,white
6.7,0.3,0.40,2.6,0.041,33,87,0.9892,3.11,0.39,13.3,8,white
10.9,0.4,0.58,4.0,0.071,17,65,0.9994,3.22,0.78,10.1,5,red
7.9,0.2,0.40,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,red
5.6,0.2,0.26,5.6,0.051,51,139,0.9934,3.47,0.50,11.0,6,white
6.3,0.4,0.28,2.5,0.035,18,73,0.9887,3.10,0.47,12.8,7,white
6.6,0.2,0.34,5.6,0.046,30,140,0.9930,3.22,0.38,11.0,5,white
6.2,0.4,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,red
7.2,1.0,0.00,3.0,0.102,7,16,0.9959,3.43,0.46,10.0,5,red
7.9,0.7,0.21,2.1,0.080,33,141,0.9962,3.25,0.51,9.9,5,red
5.0,0.2,0.21,2.2,0.039,31,100,0.9910,3.69,0.62,11.7,6,white
9.8,0.3,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5,white
5.8,0.2,0.37,1.1,0.036,31,96,0.9894,3.16,0.48,12.0,6,white
6.6,0.8,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,red
7.2,0.5,0.65,8.3,0.083,27,182,0.9964,3.00,0.35,9.2,5,white
7.1,0.7,0.00,2.3,0.087,17,26,0.9978,3.45,0.53,9.5,5,red
7.0,0.4,0.30,2.0,0.085,6,39,0.9935,3.33,0.46,11.9,6,red
7.2,0.4,0.62,11.0,0.047,66,178,0.9976,3.16,0.50,8.7,5,white
9.0,0.3,0.34,12.1,0.030,34,177,0.9971,3.13,0.47,10.6,5,white
9.0,0.3,0.50,1.9,0.066,26,45,0.9966,3.32,1.03,10.5,6,red
6.9,0.2,0.32,2.9,0.047,40,121,0.9913,3.07,0.65,10.9,7,white
4.7,0.6,0.17,2.5,0.058,18,106,0.9932,3.86,0.61,12.8,6,red
